date,state,daily_partial,daily_full,daily,daily_partial_child,daily_full_child,daily_booster,cumul_partial,cumul_full,cumul,cumul_partial_child,cumul_full_child,cumul_booster,pfizer1,pfizer2,sinovac1,sinovac2,astra1,astra2,cansino,pending
2021-04-23,Perlis,489,3,492,0,0,0,14826,9760,24586,0,0,0,489,3,0,0,0,0,0,0
2021-04-23,Pulau Pinang,1901,488,2389,0,0,0,52287,33441,85728,0,0,0,1820,488,81,0,0,0,0,0
2021-04-23,Sabah,1127,257,1384,0,0,0,67254,46657,113911,0,0,0,953,257,174,0,0,0,0,0
2021-04-23,Sarawak,2731,1802,4533,0,0,0,76620,50149,126769,0,0,0,2730,769,1,1032,0,0,0,1
2021-04-23,Selangor,394,1184,1578,0,0,0,100959,68302,169261,0,0,0,312,445,82,739,0,0,0,0
2021-04-23,Terengganu,0,0,0,0,0,0,33050,24178,57228,0,0,0,0,0,0,0,0,0,0,0
2021-04-23,W.P. Kuala Lumpur,782,654,1436,0,0,0,90413,46885,137298,0,0,0,782,654,0,0,0,0,0,0
2021-04-23,W.P. Labuan,753,108,861,0,0,0,6107,2545,8652,0,0,0,753,108,0,0,0,0,0,0
2021-04-23,W.P. Putrajaya,6,190,196,0,0,0,8558,5370,13928,0,0,0,6,6,0,184,0,0,0,0
2021-04-24,Johor,127,118,245,0,0,0,71840,37464,109304,0,0,0,127,118,0,0,0,0,0,0
2021-04-24,Kedah,1,37,38,0,0,0,50173,30304,80477,0,0,0,0,37,0,0,0,0,0,1
2021-04-24,Kelantan,0,1,1,0,0,0,36862,22362,59224,0,0,0,0,1,0,0,0,0,0,0
2021-04-24,Melaka,373,0,373,0,0,0,27274,14355,41629,0,0,0,373,0,0,0,0,0,0,0
2021-04-24,Negeri Sembilan,140,6,146,0,0,0,36150,24652,60802,0,0,0,140,6,0,0,0,0,0,0
2021-04-24,Pahang,0,0,0,0,0,0,53602,33733,87335,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,Perak,1093,37,1130,0,0,0,64598,50047,114645,0,0,0,1093,0,0,37,0,0,0,0
2021-04-24,Perlis,0,0,0,0,0,0,14826,9760,24586,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,Pulau Pinang,152,49,201,0,0,0,52439,33490,85929,0,0,0,0,49,152,0,0,0,0,0
2021-04-24,Sabah,511,349,860,0,0,0,67765,47006,114771,0,0,0,347,349,164,0,0,0,0,0
2021-04-24,Sarawak,4795,2719,7514,0,0,0,81415,52868,134283,0,0,0,4780,937,13,1355,0,0,0,429
2021-04-24,Selangor,2,44,46,0,0,0,100961,68346,169307,0,0,0,0,0,2,44,0,0,0,0
2021-04-24,Terengganu,0,0,0,0,0,0,33050,24178,57228,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,W.P. Kuala Lumpur,6,1,7,0,0,0,90419,46886,137305,0,0,0,6,1,0,0,0,0,0,0
2021-04-24,W.P. Labuan,747,115,862,0,0,0,6854,2660,9514,0,0,0,747,115,0,0,0,0,0,0
2021-04-24,W.P. Putrajaya,0,0,0,0,0,0,8558,5370,13928,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,Johor,731,2365,3096,0,0,0,72571,39829,112400,0,0,0,668,1660,63,705,0,0,0,0
2021-04-25,Kedah,1429,428,1857,0,0,0,51602,30732,82334,0,0,0,1426,8,3,420,0,0,0,0
2021-04-25,Kelantan,222,42,264,0,0,0,37084,22404,59488,0,0,0,222,7,0,35,0,0,0,0
2021-04-25,Melaka,0,0,0,0,0,0,27274,14355,41629,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,Negeri Sembilan,0,0,0,0,0,0,36150,24652,60802,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,Pahang,0,571,571,0,0,0,53602,34304,87906,0,0,0,0,0,0,571,0,0,0,0
2021-04-25,Perak,1121,40,1161,0,0,0,65719,50087,115806,0,0,0,1114,2,7,38,0,0,0,0
2021-04-25,Perlis,0,0,0,0,0,0,14826,9760,24586,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,Pulau Pinang,0,67,67,0,0,0,52439,33557,85996,0,0,0,0,67,0,0,0,0,0,0
2021-04-25,Sabah,192,0,192,0,0,0,67957,47006,114963,0,0,0,192,0,0,0,0,0,0,0
2021-04-25,Sarawak,4658,1493,6151,0,0,0,86073,54361,140434,0,0,0,4658,1342,0,151,0,0,0,0
2021-04-25,Selangor,0,0,0,0,0,0,100961,68346,169307,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,Terengganu,739,678,1417,0,0,0,33789,24856,58645,0,0,0,736,116,3,562,0,0,0,0
2021-04-25,W.P. Kuala Lumpur,0,0,0,0,0,0,90419,46886,137305,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,W.P. Labuan,0,0,0,0,0,0,6854,2660,9514,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,W.P. Putrajaya,0,0,0,0,0,0,8558,5370,13928,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,Johor,1663,2186,3849,0,0,0,74234,42015,116249,0,0,0,1075,1095,588,1091,0,0,0,0
2021-04-26,Kedah,1830,100,1930,0,0,0,53432,30832,84264,0,0,0,1829,37,1,63,0,0,0,0
2021-04-26,Kelantan,1859,817,2676,0,0,0,38943,23221,62164,0,0,0,1799,605,60,212,0,0,0,0
2021-04-26,Melaka,615,101,716,0,0,0,27889,14456,42345,0,0,0,613,0,2,101,0,0,0,0
2021-04-26,Negeri Sembilan,312,336,648,0,0,0,36462,24988,61450,0,0,0,296,331,16,5,0,0,0,0
2021-04-26,Pahang,1934,90,2024,0,0,0,55536,34394,89930,0,0,0,1932,7,2,83,0,0,0,0
2021-04-26,Perak,1428,704,2132,0,0,0,67147,50791,117938,0,0,0,1374,16,53,688,0,0,0,1
2021-04-26,Perlis,531,16,547,0,0,0,15357,9776,25133,0,0,0,531,16,0,0,0,0,0,0
2021-04-26,Pulau Pinang,2373,258,2631,0,0,0,54812,33815,88627,0,0,0,2262,258,110,0,0,0,0,1
2021-04-26,Sabah,840,437,1277,0,0,0,68797,47443,116240,0,0,0,840,437,0,0,0,0,0,0
2021-04-26,Sarawak,3250,844,4094,0,0,0,89323,55205,144528,0,0,0,3249,702,1,142,0,0,0,0
2021-04-26,Selangor,3921,1370,5291,0,0,0,104882,69716,174598,0,0,0,3909,340,11,1030,0,0,0,1
2021-04-26,Terengganu,0,0,0,0,0,0,33789,24856,58645,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,W.P. Kuala Lumpur,180,1324,1504,0,0,0,90599,48210,138809,0,0,0,180,712,0,612,0,0,0,0
2021-04-26,W.P. Labuan,570,79,649,0,0,0,7424,2739,10163,0,0,0,570,6,0,73,0,0,0,0
2021-04-26,W.P. Putrajaya,1,253,254,0,0,0,8559,5623,14182,0,0,0,1,11,0,241,0,0,0,1
2021-04-27,Johor,1194,1744,2938,0,0,0,75428,43759,119187,0,0,0,1178,1108,16,636,0,0,0,0
2021-04-27,Kedah,2019,897,2916,0,0,0,55451,31729,87180,0,0,0,2015,27,4,869,0,0,0,1
2021-04-27,Kelantan,2465,899,3364,0,0,0,41408,24120,65528,0,0,0,2382,703,83,196,0,0,0,0
2021-04-27,Melaka,720,171,891,0,0,0,28609,14627,43236,0,0,0,720,64,0,107,0,0,0,0
2021-04-27,Negeri Sembilan,543,1431,1974,0,0,0,37005,26419,63424,0,0,0,543,1181,0,250,0,0,0,0
2021-04-27,Pahang,1836,94,1930,0,0,0,57372,34488,91860,0,0,0,1836,7,0,87,0,0,0,0
2021-04-27,Perak,1565,396,1961,0,0,0,68712,51187,119899,0,0,0,1488,1,77,395,0,0,0,0
2021-04-27,Perlis,520,138,658,0,0,0,15877,9914,25791,0,0,0,518,1,2,137,0,0,0,0
2021-04-27,Pulau Pinang,2447,160,2607,0,0,0,57259,33975,91234,0,0,0,2292,160,155,0,0,0,0,0
2021-04-27,Sabah,1108,1806,2914,0,0,0,69905,49249,119154,0,0,0,1103,1806,5,0,0,0,0,0
2021-04-27,Sarawak,1649,861,2510,0,0,0,90972,56066,147038,0,0,0,1649,674,0,186,0,0,0,1
2021-04-27,Selangor,4846,598,5444,0,0,0,109728,70314,180042,0,0,0,4481,235,365,363,0,0,0,0
2021-04-27,Terengganu,947,838,1785,0,0,0,34736,25694,60430,0,0,0,877,123,70,715,0,0,0,0
2021-04-27,W.P. Kuala Lumpur,431,1481,1912,0,0,0,91030,49691,140721,0,0,0,423,693,8,788,0,0,0,0
2021-04-27,W.P. Labuan,402,103,505,0,0,0,7826,2842,10668,0,0,0,402,0,0,103,0,0,0,0
2021-04-27,W.P. Putrajaya,93,211,304,0,0,0,8652,5834,14486,0,0,0,0,0,93,211,0,0,0,0
2021-04-28,Johor,1275,2087,3362,0,0,0,76703,45846,122549,0,0,0,1239,818,36,1269,0,0,0,0
2021-04-28,Kedah,2185,407,2592,0,0,0,57636,32136,89772,0,0,0,2184,3,1,404,0,0,0,0
2021-04-28,Kelantan,2274,302,2576,0,0,0,43682,24422,68104,0,0,0,2147,209,127,93,0,0,0,0
2021-04-28,Melaka,845,660,1505,0,0,0,29454,15287,44741,0,0,0,844,232,1,428,0,0,0,0
2021-04-28,Negeri Sembilan,685,1338,2023,0,0,0,37690,27757,65447,0,0,0,679,951,6,387,0,0,0,0
2021-04-28,Pahang,2829,382,3211,0,0,0,60201,34870,95071,0,0,0,2827,58,2,324,0,0,0,0
2021-04-28,Perak,1442,695,2137,0,0,0,70154,51882,122036,0,0,0,1310,97,132,597,0,0,0,1
2021-04-28,Perlis,1024,3,1027,0,0,0,16901,9917,26818,0,0,0,1024,3,0,0,0,0,0,0
2021-04-28,Pulau Pinang,3741,139,3880,0,0,0,61000,34114,95114,0,0,0,3602,139,139,0,0,0,0,0
2021-04-28,Sabah,1944,1429,3373,0,0,0,71849,50678,122527,0,0,0,1564,1429,380,0,0,0,0,0
2021-04-28,Sarawak,438,1642,2080,0,0,0,91410,57708,149118,0,0,0,433,488,5,1153,0,0,0,1
2021-04-28,Selangor,4097,1133,5230,0,0,0,113825,71447,185272,0,0,0,3666,976,431,157,0,0,0,0
2021-04-28,Terengganu,1257,281,1538,0,0,0,35993,25975,61968,0,0,0,1132,97,125,184,0,0,0,0
2021-04-28,W.P. Kuala Lumpur,1487,2097,3584,0,0,0,92517,51788,144305,0,0,0,1455,709,32,1388,0,0,0,0
2021-04-28,W.P. Labuan,555,101,656,0,0,0,8381,2943,11324,0,0,0,555,0,0,101,0,0,0,0
2021-04-28,W.P. Putrajaya,333,482,815,0,0,0,8985,6316,15301,0,0,0,331,12,2,470,0,0,0,0
2021-04-29,Johor,2105,1537,3642,0,0,0,78808,47383,126191,0,0,0,2065,80,40,1457,0,0,0,0
2021-04-29,Kedah,614,210,824,0,0,0,58250,32346,90596,0,0,0,613,20,1,190,0,0,0,0
2021-04-29,Kelantan,4,191,195,0,0,0,43686,24613,68299,0,0,0,4,122,0,69,0,0,0,0
2021-04-29,Melaka,860,626,1486,0,0,0,30314,15913,46227,0,0,0,859,203,1,423,0,0,0,0
2021-04-29,Negeri Sembilan,723,1195,1918,0,0,0,38413,28952,67365,0,0,0,714,924,9,271,0,0,0,0
2021-04-29,Pahang,1,0,1,0,0,0,60202,34870,95072,0,0,0,1,0,0,0,0,0,0,0
2021-04-29,Perak,1,0,1,0,0,0,70155,51882,122037,0,0,0,1,0,0,0,0,0,0,0
2021-04-29,Perlis,0,0,0,0,0,0,16901,9917,26818,0,0,0,0,0,0,0,0,0,0,0
2021-04-29,Pulau Pinang,0,54,54,0,0,0,61000,34168,95168,0,0,0,0,54,0,0,0,0,0,0
2021-04-29,Sabah,1531,1181,2712,0,0,0,73380,51859,125239,0,0,0,1392,1179,139,2,0,0,0,0
2021-04-29,Sarawak,318,887,1205,0,0,0,91728,58595,150323,0,0,0,318,689,0,198,0,0,0,0
2021-04-29,Selangor,65,0,65,0,0,0,113890,71447,185337,0,0,0,0,0,65,0,0,0,0,0
2021-04-29,Terengganu,0,0,0,0,0,0,35993,25975,61968,0,0,0,0,0,0,0,0,0,0,0
2021-04-29,W.P. Kuala Lumpur,4,0,4,0,0,0,92521,51788,144309,0,0,0,4,0,0,0,0,0,0,0
2021-04-29,W.P. Labuan,221,155,376,0,0,0,8602,3098,11700,0,0,0,219,6,1,149,0,0,0,1
2021-04-29,W.P. Putrajaya,0,0,0,0,0,0,8985,6316,15301,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,Johor,1,304,305,0,0,0,78809,47687,126496,0,0,0,1,31,0,273,0,0,0,0
2021-04-30,Kedah,4,344,348,0,0,0,58254,32690,90944,0,0,0,4,342,0,1,0,0,0,1
2021-04-30,Kelantan,0,0,0,0,0,0,43686,24613,68299,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,Melaka,949,469,1418,0,0,0,31263,16382,47645,0,0,0,948,79,1,390,0,0,0,0
2021-04-30,Negeri Sembilan,566,535,1101,0,0,0,38979,29487,68466,0,0,0,563,320,3,215,0,0,0,0
2021-04-30,Pahang,1968,426,2394,0,0,0,62170,35296,97466,0,0,0,1968,223,0,203,0,0,0,0
2021-04-30,Perak,1655,94,1749,0,0,0,71810,51976,123786,0,0,0,1604,36,51,57,0,0,0,1
2021-04-30,Perlis,436,15,451,0,0,0,17337,9932,27269,0,0,0,436,10,0,5,0,0,0,0
2021-04-30,Pulau Pinang,3055,320,3375,0,0,0,64055,34488,98543,0,0,0,2937,320,118,0,0,0,0,0
2021-04-30,Sabah,1366,1927,3293,0,0,0,74746,53786,128532,0,0,0,1268,1927,98,0,0,0,0,0
2021-04-30,Sarawak,1777,234,2011,0,0,0,93505,58829,152334,0,0,0,1773,141,4,93,0,0,0,0
2021-04-30,Selangor,4265,1358,5623,0,0,0,118155,72805,190960,0,0,0,3929,869,336,489,0,0,0,0
2021-04-30,Terengganu,0,0,0,0,0,0,35993,25975,61968,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,W.P. Kuala Lumpur,951,2303,3254,0,0,0,93472,54091,147563,0,0,0,937,1464,14,839,0,0,0,0
2021-04-30,W.P. Labuan,708,146,854,0,0,0,9310,3244,12554,0,0,0,708,0,0,146,0,0,0,0
2021-04-30,W.P. Putrajaya,0,390,390,0,0,0,8985,6706,15691,0,0,0,0,12,0,378,0,0,0,0
2021-05-01,Johor,5,0,5,0,0,0,78814,47687,126501,0,0,0,5,0,0,0,0,0,0,0
2021-05-01,Kedah,247,263,510,0,0,0,58501,32953,91454,0,0,0,247,263,0,0,0,0,0,0
2021-05-01,Kelantan,0,0,0,0,0,0,43686,24613,68299,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,Melaka,0,0,0,0,0,0,31263,16382,47645,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,Negeri Sembilan,0,6,6,0,0,0,38979,29493,68472,0,0,0,0,6,0,0,0,0,0,0
2021-05-01,Pahang,1,420,421,0,0,0,62171,35716,97887,0,0,0,1,399,0,20,0,0,0,1
2021-05-01,Perak,0,0,0,0,0,0,71810,51976,123786,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,Perlis,0,0,0,0,0,0,17337,9932,27269,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,Pulau Pinang,3,66,69,0,0,0,64058,34554,98612,0,0,0,3,66,0,0,0,0,0,0
2021-05-01,Sabah,1338,199,1537,0,0,0,76084,53985,130069,0,0,0,780,199,558,0,0,0,0,0
2021-05-01,Sarawak,1315,1479,2794,0,0,0,94820,60308,155128,0,0,0,1315,1479,0,0,0,0,0,0
2021-05-01,Selangor,0,0,0,0,0,0,118155,72805,190960,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,Terengganu,0,0,0,0,0,0,35993,25975,61968,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,W.P. Kuala Lumpur,1,35,36,0,0,0,93473,54126,147599,0,0,0,1,35,0,0,0,0,0,0
2021-05-01,W.P. Labuan,0,0,0,0,0,0,9310,3244,12554,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,W.P. Putrajaya,0,0,0,0,0,0,8985,6706,15691,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,Johor,3727,2327,6054,0,0,0,82541,50014,132555,0,0,0,3203,1707,524,620,0,0,0,0
2021-05-02,Kedah,253,2951,3204,0,0,0,58754,35904,94658,0,0,0,252,2804,1,145,0,0,0,2
2021-05-02,Kelantan,0,0,0,0,0,0,43686,24613,68299,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,Melaka,0,0,0,0,0,0,31263,16382,47645,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,Negeri Sembilan,0,0,0,0,0,0,38979,29493,68472,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,Pahang,0,0,0,0,0,0,62171,35716,97887,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,Perak,1376,0,1376,0,0,0,73186,51976,125162,0,0,0,1375,0,1,0,0,0,0,0
2021-05-02,Perlis,0,0,0,0,0,0,17337,9932,27269,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,Pulau Pinang,9,369,378,0,0,0,64067,34923,98990,0,0,0,9,369,0,0,0,0,0,0
2021-05-02,Sabah,1178,10,1188,0,0,0,77262,53995,131257,0,0,0,684,10,494,0,0,0,0,0
2021-05-02,Sarawak,1068,2440,3508,0,0,0,95888,62748,158636,0,0,0,1068,2440,0,0,0,0,0,0
2021-05-02,Selangor,0,0,0,0,0,0,118155,72805,190960,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,Terengganu,0,3,3,0,0,0,35993,25978,61971,0,0,0,0,0,0,0,0,0,0,3
2021-05-02,W.P. Kuala Lumpur,0,0,0,0,0,0,93473,54126,147599,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,W.P. Labuan,0,0,0,0,0,0,9310,3244,12554,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,W.P. Putrajaya,0,0,0,0,0,0,8985,6706,15691,0,0,0,0,0,0,0,0,0,0,0
2021-05-03,Johor,2502,4518,7020,0,0,0,85043,54532,139575,0,0,0,1303,3945,483,573,716,0,0,0
2021-05-03,Kedah,1141,3574,4715,0,0,0,59895,39478,99373,0,0,0,1141,3512,0,62,0,0,0,0
2021-05-03,Kelantan,1242,2350,3592,0,0,0,44928,26963,71891,0,0,0,1214,1450,28,900,0,0,0,0
2021-05-03,Melaka,831,699,1530,0,0,0,32094,17081,49175,0,0,0,830,614,1,85,0,0,0,0
2021-05-03,Negeri Sembilan,2111,240,2351,0,0,0,41090,29733,70823,0,0,0,2111,205,0,35,0,0,0,0
2021-05-03,Pahang,1068,1338,2406,0,0,0,63239,37054,100293,0,0,0,1068,1243,0,95,0,0,0,0
2021-05-03,Perak,3122,89,3211,0,0,0,76308,52065,128373,0,0,0,3011,8,111,81,0,0,0,0
2021-05-03,Perlis,553,6,559,0,0,0,17890,9938,27828,0,0,0,553,6,0,0,0,0,0,0
2021-05-03,Pulau Pinang,1868,983,2851,0,0,0,65935,35906,101841,0,0,0,1844,983,24,0,0,0,0,0
2021-05-03,Sabah,1470,528,1998,0,0,0,78732,54523,133255,0,0,0,1357,528,113,0,0,0,0,0
2021-05-03,Sarawak,818,1756,2574,0,0,0,96706,64504,161210,0,0,0,801,1528,17,228,0,0,0,0
2021-05-03,Selangor,3888,3180,7068,0,0,0,122043,75985,198028,0,0,0,3875,1949,12,1231,1,0,0,0
2021-05-03,Terengganu,2183,1622,3805,0,0,0,38176,27600,65776,0,0,0,2183,1251,0,370,0,0,0,1
2021-05-03,W.P. Kuala Lumpur,1159,5135,6294,0,0,0,94632,59261,153893,0,0,0,1156,4698,3,437,0,0,0,0
2021-05-03,W.P. Labuan,469,5,474,0,0,0,9779,3249,13028,0,0,0,359,0,110,5,0,0,0,0
2021-05-03,W.P. Putrajaya,42,641,683,0,0,0,9027,7347,16374,0,0,0,41,140,1,501,0,0,0,0
2021-05-04,Johor,1425,644,2069,0,0,0,86468,55176,141644,0,0,0,816,603,609,41,0,0,0,0
2021-05-04,Kedah,3125,870,3995,0,0,0,63020,40348,103368,0,0,0,2935,759,190,111,0,0,0,0
2021-05-04,Kelantan,1290,2112,3402,0,0,0,46218,29075,75293,0,0,0,1287,1932,3,180,0,0,0,0
2021-05-04,Melaka,938,202,1140,0,0,0,33032,17283,50315,0,0,0,938,0,0,202,0,0,0,0
2021-05-04,Negeri Sembilan,3369,559,3928,0,0,0,44459,30292,74751,0,0,0,3328,467,41,92,0,0,0,0
2021-05-04,Pahang,2217,1403,3620,0,0,0,65456,38457,103913,0,0,0,2197,437,20,966,0,0,0,0
2021-05-04,Perak,3811,8,3819,0,0,0,80119,52073,132192,0,0,0,3568,2,243,6,0,0,0,0
2021-05-04,Perlis,287,669,956,0,0,0,18177,10607,28784,0,0,0,274,668,13,1,0,0,0,0
2021-05-04,Pulau Pinang,2129,1003,3132,0,0,0,68064,36909,104973,0,0,0,1996,979,133,24,0,0,0,0
2021-05-04,Sabah,2010,229,2239,0,0,0,80742,54752,135494,0,0,0,1680,227,330,0,0,0,0,2
2021-05-04,Sarawak,329,1795,2124,0,0,0,97035,66299,163334,0,0,0,210,1785,119,10,0,0,0,0
2021-05-04,Selangor,4197,4016,8213,0,0,0,126240,80001,206241,0,0,0,4036,1660,161,2356,0,0,0,0
2021-05-04,Terengganu,2633,1086,3719,0,0,0,40809,28686,69495,0,0,0,2620,687,13,399,0,0,0,0
2021-05-04,W.P. Kuala Lumpur,1352,5069,6421,0,0,0,95984,64330,160314,0,0,0,1296,4465,56,604,0,0,0,0
2021-05-04,W.P. Labuan,520,3,523,0,0,0,10299,3252,13551,0,0,0,234,0,286,3,0,0,0,0
2021-05-04,W.P. Putrajaya,444,2,446,0,0,0,9471,7349,16820,0,0,0,184,2,260,0,0,0,0,0
2021-05-05,Johor,783,3100,3883,0,0,0,87251,58276,145527,0,0,0,210,2788,573,312,0,0,0,0
2021-05-05,Kedah,1065,1590,2655,0,0,0,64085,41938,106023,0,0,0,695,1519,370,70,0,0,0,1
2021-05-05,Kelantan,1458,2062,3520,0,0,0,47676,31137,78813,0,0,0,1412,1659,46,403,0,0,0,0
2021-05-05,Melaka,650,1429,2079,0,0,0,33682,18712,52394,0,0,0,642,1247,8,182,0,0,0,0
2021-05-05,Negeri Sembilan,3263,328,3591,0,0,0,47722,30620,78342,0,0,0,3217,197,46,131,0,0,0,0
2021-05-05,Pahang,3517,853,4370,0,0,0,68973,39310,108283,0,0,0,2385,357,1132,496,0,0,0,0
2021-05-05,Perak,4448,656,5104,0,0,0,84567,52729,137296,0,0,0,3516,359,932,297,0,0,0,0
2021-05-05,Perlis,239,644,883,0,0,0,18416,11251,29667,0,0,0,226,644,13,0,0,0,0,0
2021-05-05,Pulau Pinang,1759,1082,2841,0,0,0,69823,37991,107814,0,0,0,1650,1064,109,18,0,0,0,0
2021-05-05,Sabah,2747,542,3289,0,0,0,83489,55294,138783,0,0,0,2126,542,621,0,0,0,0,0
2021-05-05,Sarawak,378,1333,1711,0,0,0,97413,67632,165045,0,0,0,233,1325,145,8,0,0,0,0
2021-05-05,Selangor,4385,3641,8026,0,0,0,130625,83642,214267,0,0,0,2409,2922,911,719,1062,0,0,3
2021-05-05,Terengganu,1752,469,2221,0,0,0,42561,29155,71716,0,0,0,1732,367,19,102,0,0,0,1
2021-05-05,W.P. Kuala Lumpur,4887,5132,10019,0,0,0,100871,69462,170333,0,0,0,1292,4699,78,433,3513,0,0,4
2021-05-05,W.P. Labuan,231,0,231,0,0,0,10530,3252,13782,0,0,0,231,0,0,0,0,0,0,0
2021-05-05,W.P. Putrajaya,457,3,460,0,0,0,9928,7352,17280,0,0,0,160,3,297,0,0,0,0,0
2021-05-06,Johor,3745,3186,6931,0,0,0,90996,61462,152458,0,0,0,3641,2756,104,430,0,0,0,0
2021-05-06,Kedah,2795,708,3503,0,0,0,66880,42646,109526,0,0,0,2338,554,453,154,4,0,0,0
2021-05-06,Kelantan,2395,845,3240,0,0,0,50071,31982,82053,0,0,0,2290,661,105,184,0,0,0,0
2021-05-06,Melaka,890,15,905,0,0,0,34572,18727,53299,0,0,0,890,13,0,2,0,0,0,0
2021-05-06,Negeri Sembilan,1504,445,1949,0,0,0,49226,31065,80291,0,0,0,1399,234,105,211,0,0,0,0
2021-05-06,Pahang,3616,1044,4660,0,0,0,72589,40354,112943,0,0,0,1291,271,2325,773,0,0,0,0
2021-05-06,Perak,4652,1012,5664,0,0,0,89219,53741,142960,0,0,0,3567,970,1083,42,0,0,0,2
2021-05-06,Perlis,559,143,702,0,0,0,18975,11394,30369,0,0,0,545,6,14,137,0,0,0,0
2021-05-06,Pulau Pinang,1772,841,2613,0,0,0,71595,38832,110427,0,0,0,1704,249,68,592,0,0,0,0
2021-05-06,Sabah,2705,394,3099,0,0,0,86194,55688,141882,0,0,0,2111,19,594,375,0,0,0,0
2021-05-06,Sarawak,165,412,577,0,0,0,97578,68044,165622,0,0,0,22,125,143,287,0,0,0,0
2021-05-06,Selangor,5567,3429,8996,0,0,0,136192,87071,223263,0,0,0,3124,2534,1345,894,1098,0,0,1
2021-05-06,Terengganu,1716,335,2051,0,0,0,44277,29490,73767,0,0,0,1672,75,16,260,26,0,0,2
2021-05-06,W.P. Kuala Lumpur,3848,5563,9411,0,0,0,104719,75025,179744,0,0,0,1319,4947,90,616,2439,0,0,0
2021-05-06,W.P. Labuan,522,1,523,0,0,0,11052,3253,14305,0,0,0,188,0,334,1,0,0,0,0
2021-05-06,W.P. Putrajaya,538,364,902,0,0,0,10466,7716,18182,0,0,0,129,359,409,5,0,0,0,0
2021-05-07,Johor,15,1,16,0,0,0,91011,61463,152474,0,0,0,0,1,15,0,0,0,0,0
2021-05-07,Kedah,5,368,373,0,0,0,66885,43014,109899,0,0,0,5,368,0,0,0,0,0,0
2021-05-07,Kelantan,0,2,2,0,0,0,50071,31984,82055,0,0,0,0,2,0,0,0,0,0,0
2021-05-07,Melaka,508,2105,2613,0,0,0,35080,20832,55912,0,0,0,507,1556,1,549,0,0,0,0
2021-05-07,Negeri Sembilan,2835,235,3070,0,0,0,52061,31300,83361,0,0,0,2772,211,63,24,0,0,0,0
2021-05-07,Pahang,1913,1432,3345,0,0,0,74502,41786,116288,0,0,0,635,821,1278,611,0,0,0,0
2021-05-07,Perak,4063,1642,5705,0,0,0,93282,55383,148665,0,0,0,3550,1531,513,110,0,0,0,1
2021-05-07,Perlis,347,169,516,0,0,0,19322,11563,30885,0,0,0,346,98,1,71,0,0,0,0
2021-05-07,Pulau Pinang,1723,748,2471,0,0,0,73318,39580,112898,0,0,0,1718,110,5,638,0,0,0,0
2021-05-07,Sabah,2603,453,3056,0,0,0,88797,56141,144938,0,0,0,2000,194,601,259,0,0,0,2
2021-05-07,Sarawak,7259,529,7788,0,0,0,104837,68573,173410,0,0,0,803,66,6456,463,0,0,0,0
2021-05-07,Selangor,5580,3328,8908,0,0,0,141772,90399,232171,0,0,0,3039,2132,1438,1196,1103,0,0,0
2021-05-07,Terengganu,1,0,1,0,0,0,44278,29490,73768,0,0,0,0,0,1,0,0,0,0,0
2021-05-07,W.P. Kuala Lumpur,4328,4145,8473,0,0,0,109047,79170,188217,0,0,0,1634,3862,220,283,2474,0,0,0
2021-05-07,W.P. Labuan,515,0,515,0,0,0,11567,3253,14820,0,0,0,207,0,308,0,0,0,0,0
2021-05-07,W.P. Putrajaya,545,288,833,0,0,0,11011,8004,19015,0,0,0,137,285,408,3,0,0,0,0
2021-05-08,Johor,54,2058,2112,0,0,0,91065,63521,154586,0,0,0,51,2058,3,0,0,0,0,0
2021-05-08,Kedah,109,586,695,0,0,0,66994,43600,110594,0,0,0,106,586,3,0,0,0,0,0
2021-05-08,Kelantan,70,0,70,0,0,0,50141,31984,82125,0,0,0,66,0,4,0,0,0,0,0
